STAFF,Employee No,Profit Center,Employee Name,Employee Position,Employee Location,People Group,Employee Category,Supervisor name,Join Date,Current Status,Termination Date,Apr Utilization%,May Utilization%,Jun Utilization%,Jul Utilization%,Aug Utilization%,Sep Utilization%,Oct Utilization%,Nov Utilization%,Dec Utilization%,Jan Utilization%,Feb Utilization%,Mar Utilization%,Total Hours,Total Available Hours,Total Work Hours,Total Leave Hours,Total Training Hours,Total BD Hours,Total NC Hours,Total Utilization%
Staff 17-18,674,PC - 2,Gwenneth Edee,Level 7,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2016-07-31,Active,,100.00%,86.36%,25.00%,90.48%,147.50%,60.00%,194.74%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1920.00,1904.00,160.00,0.00,0.00,124.00,99.17%
Staff 17-18,675,PC - 1,Josy Latrina,Level 8,Location 3,Client Service Staff,Confirmed Staff,Josey Rorie,2016-07-31,Active,,50.00%,100.00%,95.00%,100.00%,93.13%,87.50%,123.68%,105.26%,95.24%,100.00%,100.00%,105.00%,2080.00,1896.00,1836.00,152.00,32.00,0.00,103.50,96.84%
Staff 17-18,676,PC - 1,Lenka Cilka,Level 8,Location 3,Client Service Staff,Confirmed Staff,Nerissa Jackquelin,2016-07-31,Active,,150.00%,32.61%,95.00%,105.26%,100.00%,100.00%,21.05%,118.64%,90.00%,90.00%,90.00%,98.67%,2080.00,1880.00,1698.40,176.00,24.00,0.00,293.60,90.34%
Staff 17-18,677,PC - 3,Randa Sonny,Level 6,Location 1,Client Service Staff,Confirmed Staff,Hedi Elna,2016-07-31,Active,,5.26%,46.67%,86.36%,0.00%,95.45%,133.33%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1864.00,1512.00,216.00,0.00,0.00,480.00,81.12%
Staff 17-18,681,PC - 2,Xena Hedwig,Level 6,Location 7,Client Service Staff,Confirmed Staff,Nancee Deirdre,2016-07-31,Active,,20.00%,127.98%,100.00%,115.79%,105.00%,125.00%,105.88%,100.00%,100.00%,69.72%,73.86%,115.00%,2080.00,1858.50,1799.00,216.00,5.50,0.00,107.50,96.80%
Staff 17-18,682,PC - 2,Ilyssa Muriel,Level 8,Location 7,Client Service Staff,Serving Notice Period,Chris Ricky,2016-07-31,Active,,107.69%,82.56%,73.68%,93.10%,16.22%,56.94%,98.68%,50.83%,334.38%,114.29%,258.87%,117.19%,2080.00,1635.00,1898.00,415.00,30.00,0.00,375.00,116.09%
Staff 17-18,683,PC - 2,Ileane Marcela,Level 8,Location 7,Client Service Staff,Confirmed Staff,Chris Ricky,2016-07-31,Active,,33.33%,127.46%,0.00%,96.97%,0.00%,94.74%,78.95%,0.00%,225.00%,144.44%,95.00%,152.63%,2080.00,1722.50,1533.00,304.00,53.50,0.00,712.50,89.00%
Staff 17-18,684,PC - 1,Herminia Barby,Level 8,Location 3,Client Service Staff,Resigned,Gisella Nickie,2016-07-31,Resigned,2017-05-31,73.68%,0.00%,0,0,0,0,0,0,0,0,0,0,200.00,184.00,112.00,16.00,0.00,0.00,72.00,60.87%
Staff 17-18,685,PC - 3,Ailey Paloma,Level 8,Location 1,Client Service Staff,Resigned,Rosalynd Catina,2016-07-31,Resigned,2018-03-31,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2000.00,1904.00,1904.00,96.00,0.00,0.00,0.00,100.00%
Staff 17-18,686,PC - 3,Wilhelmine Sibilla,Level 8,Location 1,Client Service Staff,Resigned,Kathye Edna,2016-07-31,Resigned,2017-04-30,0.00%,0,0,0,0,0,0,0,0,0,0,0,80.00,80.00,0.00,0.00,0.00,0.00,80.00,0.00%
Staff 17-18,687,PC - 1,Cinderella Idette,Level 8,Location 8,Client Service Staff,Confirmed Staff,Lian Harley,2016-07-31,Active,,100.00%,100.00%,54.55%,0.00%,73.91%,115.00%,87.50%,0.00%,27.50%,100.00%,0.00%,129.41%,2080.00,2006.00,1302.00,72.00,2.00,0.00,876.00,64.91%
Staff 17-18,688,PC - 1,Ella Liana,Level 8,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,2016-07-31,Active,,75.00%,121.74%,100.00%,100.00%,39.13%,0.00%,26.32%,0.00%,128.13%,31.82%,125.00%,100.00%,2080.00,2000.00,1388.00,80.00,0.00,0.00,620.00,69.40%
Staff 17-18,689,PC - 1,Appolonia Phebe,Level 8,Location 3,Client Service Staff,Confirmed Staff,Gavra Kayle,2016-07-31,Active,,100.00%,85.71%,90.48%,100.00%,80.95%,31.25%,0.00%,173.33%,100.00%,94.74%,95.00%,100.00%,2080.00,1856.00,1602.00,224.00,0.00,0.00,254.00,86.31%
Staff 17-18,690,PC - 1,Justinn Angil,Level 6,Location 8,Client Service Staff,Confirmed Staff,Ezmeralda Nisse,2016-07-31,Active,,100.00%,78.26%,77.27%,84.21%,100.00%,100.00%,100.00%,100.00%,100.00%,100.60%,101.27%,100.00%,2080.00,1896.00,1795.00,176.00,8.00,0.00,104.00,94.67%
Staff 17-18,691,PC - 3,Fernande Lettie,Level 8,Location 1,Client Service Staff,Confirmed Staff,Lane Ailina,2016-07-31,Active,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,101.91%,105.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1941.00,1952.00,128.00,11.00,0.00,0.00,100.57%
Staff 17-18,693,PC - 3,Brigit Aeriel,Level 8,Location 1,Client Service Staff,Serving Notice Period,Misti Helena,2016-07-31,Active,,100.00%,102.34%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,102.50%,100.00%,2080.00,1657.50,1664.50,416.00,6.50,0.00,0.00,100.42%
Staff 17-18,694,PC - 3,Corella Sydney,Level 8,Location 1,Client Service Staff,Confirmed Staff,Cortney Wanids,2016-07-31,Active,,0.00%,242.11%,100.00%,100.00%,100.66%,100.00%,102.26%,100.00%,100.00%,100.00%,47.06%,145.45%,2080.00,1724.50,1801.50,328.00,27.50,0.00,80.00,104.47%
Staff 17-18,695,PC - 3,Kelsey Merola,Level 8,Location 1,Client Service Staff,Confirmed Staff,Ophelie Jyoti,2016-07-31,Active,,105.88%,122.62%,110.53%,68.67%,109.52%,122.22%,105.56%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1822.00,1888.00,240.00,18.00,0.00,8.50,103.62%
Staff 17-18,696,PC - 3,Anne-Corinne Rennie,Level 8,Location 1,Client Service Staff,Resigned,Guenevere Florida,2016-07-31,Resigned,2017-07-31,100.00%,100.00%,100.00%,83.33%,0,0,0,0,0,0,0,0,616.00,608.00,592.00,8.00,0.00,0.00,40.00,97.37%
Staff 17-18,697,PC - 3,Debera Fran,Level 8,Location 1,Client Service Staff,Confirmed Staff,Zaneta Arlette,2016-07-31,Active,,47.06%,59.09%,133.82%,101.82%,100.00%,100.00%,100.00%,105.00%,100.00%,80.38%,81.01%,119.05%,2080.00,1754.25,1638.00,296.00,29.75,0.00,248.50,93.37%
Staff 17-18,698,PC - 3,Ag Koo,Level 8,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,2016-07-31,Active,,0.00%,95.45%,132.50%,102.40%,100.00%,100.00%,63.16%,136.84%,100.00%,94.74%,70.00%,138.89%,2080.00,1781.00,1692.00,280.00,19.00,0.00,248.00,95.00%
Staff 17-18,699,PC - 1,Torey Anestassia,Level 8,Location 3,Client Service Staff,Confirmed Staff,Josey Rorie,2016-07-31,Active,,150.00%,150.00%,150.00%,151.81%,87.50%,112.50%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1806.00,2118.00,264.00,10.00,0.00,23.00,117.28%
Staff 17-18,700,PC - 3,Yolanthe Laurella,Level 5,Location 1,Client Service Staff,Confirmed Staff,Marina Garnette,2016-07-31,Active,,14.71%,0.00%,0.00%,35.12%,40.00%,98.13%,101.88%,103.57%,86.36%,100.00%,85.00%,95.63%,2080.00,1872.00,1170.00,208.00,0.00,0.00,1135.00,62.50%
Staff 17-18,701,PC - 3,Gilberta Marianna,Level 8,Location 4,Client Service Staff,Serving Notice Period,Genvieve Celeste,2016-07-31,Active,,83.78%,95.29%,35.76%,47.90%,22.22%,202.94%,100.00%,72.25%,90.83%,77.27%,41.18%,122.22%,2080.00,1715.50,1402.00,320.00,44.50,96.00,371.50,81.73%
Staff 17-18,702,PC - 3,Kally Thia,Level 8,Location 2,Client Service Staff,Confirmed Staff,Vonni Bethena,2016-07-31,Active,,100.00%,113.64%,96.41%,47.62%,121.05%,100.00%,100.00%,85.00%,93.75%,100.30%,100.00%,100.86%,2080.00,1893.00,1825.00,176.00,11.00,0.00,136.00,96.41%
Staff 17-18,703,PC - 3,Gunilla Lilli,Level 8,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,2016-07-31,Active,,50.00%,149.40%,100.00%,94.12%,0.00%,162.03%,90.91%,20.00%,0.00%,0.00%,175.00%,125.00%,2080.00,1963.50,1572.00,112.00,4.50,0.00,504.00,80.06%
Staff 17-18,705,PC - 1,Jenelle Willy,Level 7,Location 8,Client Service Staff,Resigned,Blondy Tatiania,2016-07-31,Resigned,2017-08-31,77.78%,0.00%,145.00%,105.26%,0.00%,0,0,0,0,0,0,0,856.00,760.00,504.00,64.00,32.00,0.00,280.00,66.32%
Staff 17-18,706,PC - 1,Blithe Ebba,Level 7,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,2016-07-31,Active,,100.00%,100.00%,100.00%,-298.31%,93.84%,144.44%,121.05%,100.00%,100.00%,0.00%,0.00%,142.11%,2080.00,1784.00,1488.00,280.00,16.00,0.00,400.00,83.41%
Staff 17-18,707,PC - 1,Ilsa Marigold,Level 5,Location 8,Client Service Staff,Confirmed Staff,Ardys Katerine,2016-08-31,Active,,11.43%,3.38%,6.25%,1.79%,73.00%,31.25%,27.63%,24.12%,14.13%,38.97%,54.61%,54.17%,2080.00,1756.35,481.00,224.00,99.65,0.00,1297.35,27.39%
Staff 17-18,708,PC - 2,Camille Kiersten,Level 8,Location 9,Client Service Staff,Confirmed Staff,Imelda Madalena,2016-08-31,Active,,0.00%,129.04%,100.00%,100.00%,100.00%,110.53%,155.92%,141.67%,139.06%,94.32%,186.25%,114.47%,2080.00,1831.50,2088.50,208.00,40.50,0.00,110.00,114.03%
Staff 17-18,710,PC - 1,Loella Constancia,Level 8,Location 6,Client Service Staff,Confirmed Staff,Claudia Meaghan,2016-08-31,Active,,88.24%,109.52%,95.24%,84.38%,100.00%,100.00%,81.25%,90.00%,28.57%,91.02%,111.76%,75.00%,2080.00,1743.00,1556.00,320.00,17.00,0.00,188.00,89.27%
Staff 17-18,711,PC - 2,Darla Dre,Level 8,Location 9,Client Service Staff,Confirmed Staff,Orelee Hanna,2016-08-31,Active,,100.00%,109.49%,100.00%,95.24%,104.76%,100.00%,176.32%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1879.50,2009.50,160.00,40.50,0.00,30.00,106.92%
Staff 17-18,712,PC - 3,Florencia Jacquenette,Level 7,Location 1,Client Service Staff,Confirmed Staff,Kathye Edna,2016-08-31,Active,,44.12%,98.75%,62.50%,80.61%,59.35%,93.33%,111.35%,94.05%,78.13%,75.56%,100.00%,29.41%,2080.00,1764.00,1372.00,308.00,8.00,0.00,408.00,77.78%
Staff 17-18,713,PC - 1,Camala Christan,Level 7,Location 3,Client Service Staff,Confirmed Staff,Lian Harley,2016-09-30,Active,,100.00%,100.00%,55.00%,32.14%,247.50%,104.76%,100.00%,88.89%,106.27%,105.00%,100.00%,100.00%,2080.00,1871.50,1930.00,208.00,0.50,0.00,415.50,103.13%
Staff 17-18,714,PC - 2,Robinia Adoree,Level 8,Location 9,Client Service Staff,Confirmed Staff,Orelee Hanna,2016-09-30,Active,,100.00%,114.52%,100.00%,100.00%,100.00%,126.97%,113.82%,103.32%,103.91%,100.00%,100.00%,100.00%,2080.00,1769.00,1862.50,272.00,39.00,0.00,7.00,105.29%
Staff 17-18,715,PC - 3,Lynn Patti,Level 8,Location 1,Client Service Staff,Resigned,Orsa Margeaux,2016-09-30,Resigned,2017-11-30,75.00%,121.74%,100.00%,100.00%,100.00%,100.00%,90.91%,133.33%,0,0,0,0,1360.00,1360.00,1392.00,0.00,0.00,0.00,0.00,102.35%
Staff 17-18,716,PC - 2,Josi Ula,Level 5,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,2016-09-30,Active,,25.00%,2.14%,12.43%,0.76%,100.00%,64.47%,64.71%,89.08%,93.60%,112.65%,30.63%,95.00%,2080.00,1738.50,994.50,212.00,129.50,508.00,304.00,57.20%
Staff 17-18,717,PC - 1,Myranda Pamela,Level 6,Location 3,Client Service Staff,Confirmed Staff,Trudey Lissi,2016-09-30,Active,,0.00%,0.00%,0.00%,27.98%,105.00%,100.00%,100.00%,100.00%,100.00%,47.62%,0.00%,0.00%,2080.00,1787.25,791.00,288.00,4.75,0.00,996.25,44.26%
Staff 17-18,718,PC - 3,Ferdinande Halli,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2016-09-30,Active,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,87.50%,109.52%,100.00%,100.00%,100.00%,100.00%,2080.00,1904.00,1904.00,176.00,0.00,0.00,0.00,100.00%
Staff 17-18,719,PC - 3,Rhona Pietra,Level 8,Location 1,Client Service Staff,Resigned,Tiena Hatti,2016-09-30,Resigned,2018-02-28,10.71%,21.74%,56.25%,94.74%,104.76%,100.60%,100.00%,100.00%,107.69%,0.00%,0.00%,0,1800.00,1507.00,999.00,268.00,25.00,0.00,517.00,66.29%
Staff 17-18,720,PC - 2,Gayle Tania,Level 6,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2016-09-30,Active,,0.00%,0.00%,0.00%,157.89%,66.67%,118.75%,23.68%,177.07%,251.31%,0.00%,240.00%,100.00%,2080.00,1811.50,1506.00,200.00,68.50,0.00,635.00,83.14%
Staff 17-18,721,PC - 2,Halie Crissy,Level 6,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,2016-10-31,Active,,100.00%,36.36%,100.00%,100.00%,95.45%,100.00%,100.00%,100.00%,100.00%,22.22%,70.00%,68.18%,2080.00,1824.00,1488.00,256.00,0.00,0.00,336.00,81.58%
Staff 17-18,722,PC - 3,Alta Adaline,Level 8,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,2016-10-31,Active,,100.00%,100.00%,100.00%,138.10%,67.76%,52.38%,103.03%,114.29%,41.18%,0.00%,25.53%,125.00%,2080.00,1897.00,1572.00,176.00,7.00,0.00,492.00,82.87%
Staff 17-18,723,PC - 1,Missie Clemence,Level 7,Location 3,Client Service Staff,Confirmed Staff,Lee Alfie,2016-10-31,Active,,3.29%,50.00%,88.10%,100.00%,100.00%,100.60%,87.50%,118.18%,100.00%,100.00%,100.00%,100.00%,2080.00,1879.00,1641.00,184.00,17.00,40.00,219.00,87.33%
Staff 17-18,724,PC - 6,Roxanne Sarette,Level 7,Location 3,Client Service Staff,Resigned,0,2016-10-31,Resigned,2017-05-31,100.00%,-66.67%,0.00%,0,0,0,0,0,0,0,0,0,328.00,64.00,144.00,264.00,0.00,0.00,32.00,225.00%
Staff 17-18,725,PC - 1,Mellisent Mabelle,Level 6,Location 8,Client Service Staff,Confirmed Staff,Em Cacilie,2016-11-30,Active,,100.00%,100.00%,100.00%,95.24%,20.38%,85.00%,152.98%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1897.75,1820.75,168.00,14.25,0.00,77.00,95.94%
Staff 17-18,726,PC - 1,Doti Enrichetta,Level 7,Location 8,Client Service Staff,Confirmed Staff,Josey Rorie,2016-11-30,Active,,100.00%,100.00%,100.00%,100.00%,90.48%,86.90%,114.20%,104.55%,95.24%,88.46%,107.64%,100.00%,2080.00,2026.00,2003.00,48.00,6.00,0.00,23.00,98.86%
Staff 17-18,727,PC - 1,Helyn Casie,Level 6,Location 3,Client Service Staff,Resigned,Hedi Elna,2016-11-30,Resigned,2017-12-31,105.00%,113.64%,109.09%,104.76%,31.90%,8.55%,0.00%,145.45%,100.00%,0,0,0,1408.00,1339.00,1073.00,64.00,5.00,0.00,403.50,80.13%
Staff 17-18,728,PC - 5,Sibelle Karel,Level 8,Location 3,Client Service Staff,Resigned,Gavra Kayle,2016-11-30,Resigned,2017-05-31,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,336.00,320.00,0.00,16.00,0.00,0.00,344.00,0.00%
Staff 17-18,729,PC - 1,Valina Philis,Level 7,Location 3,Client Service Staff,Resigned,Vinni Calypso,2016-11-30,Resigned,2017-04-30,0.00%,0,0,0,0,0,0,0,0,0,0,0,136.00,112.00,0.00,24.00,0.00,0.00,144.00,0.00%
Staff 17-18,730,PC - 2,Mercie Jaquenette,Level 8,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2016-11-30,Active,,100.00%,105.50%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1822.00,1830.00,240.00,18.00,0.00,7.00,100.44%
Staff 17-18,731,PC - 3,Maddalena Margarette,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tommy Muire,2016-12-31,Active,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,104.76%,100.00%,100.00%,100.00%,100.00%,2080.00,2052.00,2060.00,16.00,12.00,0.00,0.00,100.39%
Staff 17-18,732,PC - 2,Catlaina Sonni,Level 8,Location 9,Client Service Staff,Resigned,Imelda Madalena,2016-12-31,Resigned,2017-07-31,0.00%,100.00%,68.18%,0.00%,0,0,0,0,0,0,0,0,600.00,280.00,144.00,320.00,0.00,0.00,176.00,51.43%
Staff 17-18,733,PC - 1,Lucille Katrinka,Level 6,Location 3,Client Service Staff,Confirmed Staff,Ezmeralda Nisse,2016-12-31,Active,,100.00%,86.05%,115.79%,100.00%,100.00%,100.00%,100.00%,40.00%,0.00%,36.36%,100.00%,100.00%,2080.00,1820.00,1484.00,256.00,4.00,0.00,336.00,81.54%
Staff 17-18,734,PC - 3,Merrile Libbi,Level 7,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,2016-12-31,Active,,100.00%,100.00%,100.00%,95.24%,105.00%,100.00%,100.00%,100.00%,100.00%,105.00%,100.00%,100.00%,2080.00,1904.00,1912.00,120.00,56.00,0.00,0.00,100.42%
Staff 17-18,735,PC - 3,Janella Maureen,Level 8,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,2016-12-31,Active,,223.53%,184.66%,105.88%,85.71%,105.00%,76.19%,100.00%,100.30%,100.00%,100.00%,100.00%,100.00%,2080.00,1855.50,2125.00,184.00,40.50,0.00,38.50,114.52%
Staff 17-18,736,PC - 2,Sallie Kiah,Level 5,Location 7,Client Service Staff,Confirmed Staff,Trudey Lissi,2016-12-31,Active,,0.75%,0.00%,0.00%,1.79%,0.00%,0.00%,0.00%,0.00%,25.00%,13.89%,0.00%,0.00%,2080.00,1939.50,56.20,104.00,36.50,0.00,1883.30,2.90%
Staff 17-18,737,PC - 3,Kerrin Miquela,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,2016-12-31,Active,,0.00%,0.00%,0.00%,47.62%,105.00%,100.00%,100.00%,100.00%,100.00%,100.00%,186.44%,100.00%,2080.00,1860.00,1386.00,216.00,4.00,0.00,576.00,74.52%
Staff 17-18,738,PC - 1,Hannie Tybi,Level 6,Location 3,Client Service Staff,Confirmed Staff,Vinni Calypso,2016-12-31,Active,,84.21%,82.61%,77.27%,89.74%,65.22%,119.05%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1972.00,1828.00,104.00,4.00,0.00,144.00,92.70%
Staff 17-18,739,PC - 1,Emmie Pavia,Level 6,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,2016-12-31,Active,,0.00%,102.33%,102.38%,100.00%,100.00%,90.00%,104.55%,110.00%,126.09%,92.04%,104.11%,104.58%,2080.00,1915.00,1811.50,136.00,29.00,0.00,176.00,94.60%
Staff 17-18,740,PC - 3,Hedy Elora,Level 7,Location 1,Client Service Staff,Resigned,Orsa Margeaux,2017-01-31,Resigned,2018-02-28,85.71%,100.00%,105.26%,98.77%,104.35%,73.68%,100.00%,100.00%,100.00%,100.00%,100.00%,0,1760.00,1582.00,1536.00,172.00,6.00,0.00,60.00,97.09%
Staff 17-18,741,PC - 2,Beatrix Daffi,Level 6,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2017-01-31,Active,,84.21%,53.60%,33.33%,173.81%,138.24%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1739.00,1701.50,320.00,21.00,0.00,237.50,97.84%
Staff 17-18,742,PC - 3,Amanda Kara,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,2017-01-31,Active,,100.00%,100.00%,100.00%,176.19%,200.00%,168.45%,90.91%,112.50%,100.00%,100.00%,100.00%,100.00%,2080.00,1984.00,2411.00,96.00,0.00,0.00,0.00,121.52%
Staff 17-18,743,PC - 1,Lilly Devora,Level 7,Location 3,Client Service Staff,Confirmed Staff,Josey Rorie,2017-01-31,Active,,100.00%,100.00%,100.00%,100.00%,90.00%,85.42%,118.42%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1936.00,1927.00,144.00,0.00,0.00,42.00,99.54%
Staff 17-18,744,PC - 1,Eden Carry,Level 6,Location 8,Client Service Staff,Confirmed Staff,Ardys Katerine,2017-01-31,Active,,31.25%,0.00%,159.09%,100.00%,100.00%,100.00%,100.00%,100.00%,114.29%,58.47%,150.79%,100.00%,2080.00,1821.75,1680.00,232.00,26.25,64.00,168.00,92.22%
Staff 17-18,745,PC - 1,Josey Rorie,Level 5,Location 3,Client Service Staff,Confirmed Staff,Kippy Marquita,2017-01-31,Active,,0.00%,0.00%,0.00%,0.00%,10.87%,47.62%,145.45%,100.00%,100.00%,54.35%,50.00%,45.45%,2080.00,2040.00,920.00,40.00,0.00,1120.00,0.00,45.10%
Staff 17-18,746,PC - 3,Kathlin Charis,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,2017-01-31,Active,,26.32%,100.00%,105.26%,95.24%,108.93%,103.85%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1916.00,1825.00,144.00,20.00,0.00,112.00,95.25%
Staff 17-18,747,PC - 1,Larina Eileen,Level 8,Location 6,Client Service Staff,Confirmed Staff,Luciana Erika,2017-01-31,Active,,0.00%,50.00%,100.00%,95.24%,0.00%,88.24%,113.16%,160.00%,100.00%,0.00%,-94.12%,10.00%,2080.00,1582.00,1020.00,490.00,8.00,0.00,622.00,64.48%
Staff 17-18,748,PC - 3,Carrissa Germaine,Level 7,Location 4,Client Service Staff,Confirmed Staff,Hedi Elna,2017-01-31,Active,,105.88%,0.00%,60.71%,25.48%,0.00%,0.00%,10.14%,0.00%,74.58%,105.06%,154.67%,152.50%,2080.00,1734.00,1031.00,288.00,58.00,0.00,935.00,59.46%
Staff 17-18,749,PC - 1,Charmion Suzy,Level 8,Location 3,Client Service Staff,Confirmed Staff,Lee Alfie,2017-01-31,Active,,78.95%,78.26%,9.76%,66.67%,95.45%,93.75%,100.00%,100.00%,66.67%,70.00%,145.00%,100.70%,2080.00,1843.00,1544.00,208.00,29.00,0.00,444.00,83.78%
Staff 17-18,750,PC - 3,Rhianon Janey,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tommy Muire,2017-01-31,Active,,40.88%,124.12%,108.93%,105.95%,32.81%,158.55%,103.75%,100.00%,103.91%,100.00%,100.00%,100.00%,2080.00,1851.00,1850.00,190.00,39.00,0.00,86.00,99.95%
Staff 17-18,751,PC - 3,Gabrila Odele,Level 6,Location 1,Client Service Staff,Resigned,Agata Theodosia,2017-01-31,Resigned,2018-02-28,94.74%,100.00%,18.18%,123.81%,-4.76%,110.00%,125.00%,109.52%,100.60%,100.00%,38.89%,0.00%,1888.00,1803.00,1500.00,64.00,21.00,201.00,432.00,83.19%
Staff 17-18,753,PC - 2,Selma Ninnette,Level 6,Location 7,Client Service Staff,Confirmed Staff,Beverley Laney,2017-02-28,Active,,100.00%,100.00%,62.16%,38.55%,44.44%,112.50%,68.57%,37.50%,38.46%,0.00%,25.00%,10.00%,2080.00,1802.00,942.00,184.00,94.00,12.00,880.00,52.28%
Staff 17-18,754,PC - 3,Dru Darleen,Level 7,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,2017-02-28,Active,,100.00%,86.36%,22.73%,0.00%,0.00%,0.00%,0.00%,244.44%,100.00%,100.00%,100.00%,42.11%,2080.00,1758.00,1030.00,296.00,26.00,0.00,736.50,58.59%
Staff 17-18,755,PC - 2,Tamma Judye,Level 6,Location 7,Client Service Staff,Confirmed Staff,Willette Lil,2017-02-28,Active,,0.00%,148.84%,100.00%,95.24%,104.35%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,2056.00,1992.00,16.00,8.00,0.00,64.00,96.89%
Staff 17-18,756,PC - 2,Joyann Kellyann,Level 8,Location 7,Client Service Staff,Confirmed Staff,Mira Fiorenze,2017-02-28,Active,,0.00%,68.18%,0.00%,0.00%,204.17%,100.00%,100.00%,95.45%,123.19%,87.18%,0.00%,0.00%,2080.00,1784.00,1117.50,248.00,48.00,0.00,703.50,62.64%
Staff 17-18,757,PC - 1,Orelia Dominique,Level 6,Location 3,Client Service Staff,Confirmed Staff,Ardys Katerine,2017-02-28,Active,,100.00%,100.00%,100.00%,94.90%,104.37%,100.00%,100.00%,100.00%,100.25%,100.00%,100.00%,100.00%,2080.00,1835.70,1836.00,240.00,4.30,0.00,0.00,100.02%
Staff 17-18,758,PC - 3,Catriona Dolli,Level 8,Location 1,Client Service Staff,Resigned,Gert Editha,2017-03-31,Resigned,2017-12-31,0.00%,84.21%,114.29%,100.00%,42.11%,121.05%,86.67%,42.86%,0.00%,0,0,0,1496.00,1296.00,872.00,200.00,0.00,0.00,448.00,67.28%
Staff 17-18,759,PC - 3,Shelba Sheena,Level 6,Location 1,Client Service Staff,Confirmed Staff,Ophelie Jyoti,2017-02-28,Active,,33.33%,88.64%,129.41%,100.00%,110.94%,100.00%,100.00%,36.36%,176.92%,100.00%,100.00%,100.00%,2080.00,1763.50,1669.50,304.00,12.50,0.00,160.00,94.67%
Staff 17-18,760,PC - 3,Melanie Reyna,Level 7,Location 1,Client Service Staff,Confirmed Staff,Vanessa Zingaro,2017-02-28,Active,,57.89%,100.00%,31.82%,0.00%,0.00%,0.00%,0.00%,47.62%,0.00%,0.00%,0.00%,0.00%,2080.00,1887.50,408.00,160.00,32.50,0.00,1503.50,21.62%
Staff 17-18,761,PC - 2,Zena Octavia,Level 7,Location 7,Client Service Staff,Resigned,Josi Ula,2017-02-28,Resigned,2018-02-28,73.15%,130.30%,56.25%,27.98%,121.05%,100.00%,94.74%,90.91%,87.50%,56.82%,0.00%,0,1792.00,1569.00,1260.00,176.00,47.00,0.00,317.00,80.31%
Staff 17-18,762,PC - 2,Kacey Lida,Level 8,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,2017-02-28,Active,,44.44%,109.25%,59.93%,146.13%,57.89%,176.47%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,2080.00,1770.50,1770.50,264.00,45.50,0.00,21.00,100.00%
Staff 17-18,763,PC - 2,Jennie Milicent,Level 7,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2017-02-28,Active,,77.61%,84.81%,166.88%,11.08%,85.00%,103.95%,100.00%,100.00%,100.00%,91.67%,108.33%,100.00%,2080.00,1705.50,1549.00,288.00,86.50,0.00,172.50,90.82%
